ecoregion,month,OBJECTID,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,ECO_BIOME_,NNH,ECO_ID,SHAPE_LENG,SHAPE_AREA,NNH_NAME,COLOR,COLOR_BIO,COLOR_NNH,LICENSE,geometry,occurrences,area,density,norm_occurrences
12,5,13.0,Alberta-British Columbia foothills forests,5.0,Temperate Conifer Forests,Nearctic,NE05,2,345,62.3338211208,17.1336393373,Nature Could Reach Half Protected,#5DAD4C,#458970,#7BC141,CC-BY 4.0,"MULTIPOLYGON (((-13307108.288396344 7486619.094465088, -13232257.562611459 7460916.979518514, -13251228.262321528 7433649.952326098, -13162832.533111788 7420752.679512716, -13211749.656505786 7400645.175857172, -13353178.356591346 7429817.444630823, -13371796.376117067 7360178.60415365, -13365928.449907664 7307101.881461041, -13316284.743863277 7275026.923372728, -13237012.869991297 7292247.981023593, -13189729.0312869 7250404.603430015, -13068713.124709569 7275284.975037804, -13059847.97998724 7247684.912734091, -13044815.53109237 7262356.240144944, -13038581.589736814 7216211.118085033, -13004336.979916839 7206187.852300519, -12956823.790556122 7235881.3595884545, -12974533.982602537 7264898.40581726, -12936588.25808623 7281359.34718898, -12996845.491996095 7310398.99108408, -13006273.421977611 7348101.530578445, -12914035.14398681 7338079.517310044, -12927519.315762727 7366527.903208288, -12912959.837892083 7384227.304576938, -12898034.36068266 7358262.303757589, -12882157.411517784 7377610.628110145, -12838201.996533722 7355911.34823429, -12808998.649041183 7395681.7141047185, -12728231.89099686 7360019.369439068, -12855881.665777653 7173954.375624123, -12945816.694745999 7180489.7724591, -12896780.482539963 7147682.117472278, -12843643.315841543 7160531.833350151, -12821760.427007841 7119895.050116419, -12850284.925981635 7110926.794352479, -12800987.9105764 7080959.339635305, -12838175.645763084 7097836.202693502, -12852682.549775945 7066607.905642002, -12794654.103503779 7042159.503438443, -12781294.35641703 6952664.617962327, -12718972.881663458 6942658.191022029, -12792680.255756384 6838541.25177004, -12797697.141119104 6796574.008208003, -12769486.611310698 6767637.76781363, -12781456.906361992 6730925.032511136, -12753877.32128982 6706547.530899047, -12753015.417330615 6614883.700137565, -12729349.758317774 6578167.338256286, -12738114.550745545 6508641.268537501, -12767875.579387292 6520746.123713537, -12769167.627536222 6577489.824369817, -12820737.784271784 6639192.523205592, -12852105.785571706 6730282.978761324, -12958488.37995633 6808186.259869683, -12942620.937475966 6849461.045789788, -13005314.489501188 6952201.912881437, -13050654.33178154 6959413.979143546, -13040101.854530428 6974383.051256273, -13090690.386422688 7005446.705783439, -13121117.435570354 6991676.44108909, -13105828.272018543 7022248.897668068, -13179941.01748435 7081392.808373873, -13151627.737002965 7140815.189185478, -13178768.004825396 7114201.575526199, -13230025.50529766 7120339.159113814, -13144363.343849065 7169250.548622341, -13244410.238618404 7162361.46179219, -13292554.025843833 7178734.744889638, -13266836.02325786 7204934.4846756, -13311142.383066736 7244187.604946803, -13306260.431175757 7217483.086113344, -13331349.977016104 7209764.311904643, -13368605.008953804 7248881.424005991, -13371361.185258238 7228634.684759888, -13398208.35776698 7242636.406346289, -13443895.829332413 7303664.834261337, -13477663.687829593 7405025.742150731, -13543769.27720315 7451838.001720572, -13472811.850977818 7446344.2388814585, -13435469.070115661 7479156.316213495, -13412301.611353785 7446890.788680822, -13307108.288396344 7486619.094465088)), ((-13620231.715630129 7759758.282416927, -13584495.126965184 7736793.217353021, -13550099.886623401 7790346.817145268, -13509350.49902295 7789647.451953663, -13505992.185908016 7844152.754858651, -13405042.755787965 7957850.459673674, -13252863.32456077 7991014.083375986, -13235552.282240883 7984874.071150561, -13231281.831133327 7940138.310937017, -13206169.746213036 7939340.452301041, -13225692.803774266 7923840.411905182, -13209123.566933796 7913680.742039523, -13230569.43492754 7856858.063045848, -13145395.385512374 7888425.033631476, -13060770.788843608 7815677.185210757, -13139602.131526826 7706345.699723728, -13114393.480065232 7666801.133232725, -13144257.639536023 7611659.192964115, -13093503.355704945 7603055.1332589, -13153241.290201519 7578995.259187076, -13205895.363705745 7592064.972453877, -13191885.432869108 7614989.868500352, -13224691.275339978 7641633.306235388, -13306165.547673823 7643793.241972432, -13393079.724222114 7588240.012034909, -13439314.44507595 7696902.775353888, -13465469.60587012 7665065.358313642, -13448746.070196643 7623986.091015729, -13475174.79663567 7632713.415833131, -13451260.753003372 7581260.078651776, -13479670.816542497 7570205.8557181535, -13532655.302325403 7612251.6360759605, -13550807.576018466 7560699.485246303, -13589367.948765492 7558006.587165605, -13598912.412220104 7529337.330962818, -13684431.292014403 7700044.343511914, -13671128.450894758 7741046.576427634, -13620231.715630129 7759758.282416927)))",2,17.1336393373,0.11672943270411863,0.010810741280151618
12,6,13.0,Alberta-British Columbia foothills forests,5.0,Temperate Conifer Forests,Nearctic,NE05,2,345,62.3338211208,17.1336393373,Nature Could Reach Half Protected,#5DAD4C,#458970,#7BC141,CC-BY 4.0,"MULTIPOLYGON (((-13307108.288396344 7486619.094465088, -13232257.562611459 7460916.979518514, -13251228.262321528 7433649.952326098, -13162832.533111788 7420752.679512716, -13211749.656505786 7400645.175857172, -13353178.356591346 7429817.444630823, -13371796.376117067 7360178.60415365, -13365928.449907664 7307101.881461041, -13316284.743863277 7275026.923372728, -13237012.869991297 7292247.981023593, -13189729.0312869 7250404.603430015, -13068713.124709569 7275284.975037804, -13059847.97998724 7247684.912734091, -13044815.53109237 7262356.240144944, -13038581.589736814 7216211.118085033, -13004336.979916839 7206187.852300519, -12956823.790556122 7235881.3595884545, -12974533.982602537 7264898.40581726, -12936588.25808623 7281359.34718898, -12996845.491996095 7310398.99108408, -13006273.421977611 7348101.530578445, -12914035.14398681 7338079.517310044, -12927519.315762727 7366527.903208288, -12912959.837892083 7384227.304576938, -12898034.36068266 7358262.303757589, -12882157.411517784 7377610.628110145, -12838201.996533722 7355911.34823429, -12808998.649041183 7395681.7141047185, -12728231.89099686 7360019.369439068, -12855881.665777653 7173954.375624123, -12945816.694745999 7180489.7724591, -12896780.482539963 7147682.117472278, -12843643.315841543 7160531.833350151, -12821760.427007841 7119895.050116419, -12850284.925981635 7110926.794352479, -12800987.9105764 7080959.339635305, -12838175.645763084 7097836.202693502, -12852682.549775945 7066607.905642002, -12794654.103503779 7042159.503438443, -12781294.35641703 6952664.617962327, -12718972.881663458 6942658.191022029, -12792680.255756384 6838541.25177004, -12797697.141119104 6796574.008208003, -12769486.611310698 6767637.76781363, -12781456.906361992 6730925.032511136, -12753877.32128982 6706547.530899047, -12753015.417330615 6614883.700137565, -12729349.758317774 6578167.338256286, -12738114.550745545 6508641.268537501, -12767875.579387292 6520746.123713537, -12769167.627536222 6577489.824369817, -12820737.784271784 6639192.523205592, -12852105.785571706 6730282.978761324, -12958488.37995633 6808186.259869683, -12942620.937475966 6849461.045789788, -13005314.489501188 6952201.912881437, -13050654.33178154 6959413.979143546, -13040101.854530428 6974383.051256273, -13090690.386422688 7005446.705783439, -13121117.435570354 6991676.44108909, -13105828.272018543 7022248.897668068, -13179941.01748435 7081392.808373873, -13151627.737002965 7140815.189185478, -13178768.004825396 7114201.575526199, -13230025.50529766 7120339.159113814, -13144363.343849065 7169250.548622341, -13244410.238618404 7162361.46179219, -13292554.025843833 7178734.744889638, -13266836.02325786 7204934.4846756, -13311142.383066736 7244187.604946803, -13306260.431175757 7217483.086113344, -13331349.977016104 7209764.311904643, -13368605.008953804 7248881.424005991, -13371361.185258238 7228634.684759888, -13398208.35776698 7242636.406346289, -13443895.829332413 7303664.834261337, -13477663.687829593 7405025.742150731, -13543769.27720315 7451838.001720572, -13472811.850977818 7446344.2388814585, -13435469.070115661 7479156.316213495, -13412301.611353785 7446890.788680822, -13307108.288396344 7486619.094465088)), ((-13620231.715630129 7759758.282416927, -13584495.126965184 7736793.217353021, -13550099.886623401 7790346.817145268, -13509350.49902295 7789647.451953663, -13505992.185908016 7844152.754858651, -13405042.755787965 7957850.459673674, -13252863.32456077 7991014.083375986, -13235552.282240883 7984874.071150561, -13231281.831133327 7940138.310937017, -13206169.746213036 7939340.452301041, -13225692.803774266 7923840.411905182, -13209123.566933796 7913680.742039523, -13230569.43492754 7856858.063045848, -13145395.385512374 7888425.033631476, -13060770.788843608 7815677.185210757, -13139602.131526826 7706345.699723728, -13114393.480065232 7666801.133232725, -13144257.639536023 7611659.192964115, -13093503.355704945 7603055.1332589, -13153241.290201519 7578995.259187076, -13205895.363705745 7592064.972453877, -13191885.432869108 7614989.868500352, -13224691.275339978 7641633.306235388, -13306165.547673823 7643793.241972432, -13393079.724222114 7588240.012034909, -13439314.44507595 7696902.775353888, -13465469.60587012 7665065.358313642, -13448746.070196643 7623986.091015729, -13475174.79663567 7632713.415833131, -13451260.753003372 7581260.078651776, -13479670.816542497 7570205.8557181535, -13532655.302325403 7612251.6360759605, -13550807.576018466 7560699.485246303, -13589367.948765492 7558006.587165605, -13598912.412220104 7529337.330962818, -13684431.292014403 7700044.343511914, -13671128.450894758 7741046.576427634, -13620231.715630129 7759758.282416927)))",2,17.1336393373,0.11672943270411863,0.015696829614339002
12,7,13.0,Alberta-British Columbia foothills forests,5.0,Temperate Conifer Forests,Nearctic,NE05,2,345,62.3338211208,17.1336393373,Nature Could Reach Half Protected,#5DAD4C,#458970,#7BC141,CC-BY 4.0,"MULTIPOLYGON (((-13307108.288396344 7486619.094465088, -13232257.562611459 7460916.979518514, -13251228.262321528 7433649.952326098, -13162832.533111788 7420752.679512716, -13211749.656505786 7400645.175857172, -13353178.356591346 7429817.444630823, -13371796.376117067 7360178.60415365, -13365928.449907664 7307101.881461041, -13316284.743863277 7275026.923372728, -13237012.869991297 7292247.981023593, -13189729.0312869 7250404.603430015, -13068713.124709569 7275284.975037804, -13059847.97998724 7247684.912734091, -13044815.53109237 7262356.240144944, -13038581.589736814 7216211.118085033, -13004336.979916839 7206187.852300519, -12956823.790556122 7235881.3595884545, -12974533.982602537 7264898.40581726, -12936588.25808623 7281359.34718898, -12996845.491996095 7310398.99108408, -13006273.421977611 7348101.530578445, -12914035.14398681 7338079.517310044, -12927519.315762727 7366527.903208288, -12912959.837892083 7384227.304576938, -12898034.36068266 7358262.303757589, -12882157.411517784 7377610.628110145, -12838201.996533722 7355911.34823429, -12808998.649041183 7395681.7141047185, -12728231.89099686 7360019.369439068, -12855881.665777653 7173954.375624123, -12945816.694745999 7180489.7724591, -12896780.482539963 7147682.117472278, -12843643.315841543 7160531.833350151, -12821760.427007841 7119895.050116419, -12850284.925981635 7110926.794352479, -12800987.9105764 7080959.339635305, -12838175.645763084 7097836.202693502, -12852682.549775945 7066607.905642002, -12794654.103503779 7042159.503438443, -12781294.35641703 6952664.617962327, -12718972.881663458 6942658.191022029, -12792680.255756384 6838541.25177004, -12797697.141119104 6796574.008208003, -12769486.611310698 6767637.76781363, -12781456.906361992 6730925.032511136, -12753877.32128982 6706547.530899047, -12753015.417330615 6614883.700137565, -12729349.758317774 6578167.338256286, -12738114.550745545 6508641.268537501, -12767875.579387292 6520746.123713537, -12769167.627536222 6577489.824369817, -12820737.784271784 6639192.523205592, -12852105.785571706 6730282.978761324, -12958488.37995633 6808186.259869683, -12942620.937475966 6849461.045789788, -13005314.489501188 6952201.912881437, -13050654.33178154 6959413.979143546, -13040101.854530428 6974383.051256273, -13090690.386422688 7005446.705783439, -13121117.435570354 6991676.44108909, -13105828.272018543 7022248.897668068, -13179941.01748435 7081392.808373873, -13151627.737002965 7140815.189185478, -13178768.004825396 7114201.575526199, -13230025.50529766 7120339.159113814, -13144363.343849065 7169250.548622341, -13244410.238618404 7162361.46179219, -13292554.025843833 7178734.744889638, -13266836.02325786 7204934.4846756, -13311142.383066736 7244187.604946803, -13306260.431175757 7217483.086113344, -13331349.977016104 7209764.311904643, -13368605.008953804 7248881.424005991, -13371361.185258238 7228634.684759888, -13398208.35776698 7242636.406346289, -13443895.829332413 7303664.834261337, -13477663.687829593 7405025.742150731, -13543769.27720315 7451838.001720572, -13472811.850977818 7446344.2388814585, -13435469.070115661 7479156.316213495, -13412301.611353785 7446890.788680822, -13307108.288396344 7486619.094465088)), ((-13620231.715630129 7759758.282416927, -13584495.126965184 7736793.217353021, -13550099.886623401 7790346.817145268, -13509350.49902295 7789647.451953663, -13505992.185908016 7844152.754858651, -13405042.755787965 7957850.459673674, -13252863.32456077 7991014.083375986, -13235552.282240883 7984874.071150561, -13231281.831133327 7940138.310937017, -13206169.746213036 7939340.452301041, -13225692.803774266 7923840.411905182, -13209123.566933796 7913680.742039523, -13230569.43492754 7856858.063045848, -13145395.385512374 7888425.033631476, -13060770.788843608 7815677.185210757, -13139602.131526826 7706345.699723728, -13114393.480065232 7666801.133232725, -13144257.639536023 7611659.192964115, -13093503.355704945 7603055.1332589, -13153241.290201519 7578995.259187076, -13205895.363705745 7592064.972453877, -13191885.432869108 7614989.868500352, -13224691.275339978 7641633.306235388, -13306165.547673823 7643793.241972432, -13393079.724222114 7588240.012034909, -13439314.44507595 7696902.775353888, -13465469.60587012 7665065.358313642, -13448746.070196643 7623986.091015729, -13475174.79663567 7632713.415833131, -13451260.753003372 7581260.078651776, -13479670.816542497 7570205.8557181535, -13532655.302325403 7612251.6360759605, -13550807.576018466 7560699.485246303, -13589367.948765492 7558006.587165605, -13598912.412220104 7529337.330962818, -13684431.292014403 7700044.343511914, -13671128.450894758 7741046.576427634, -13620231.715630129 7759758.282416927)))",2,17.1336393373,0.11672943270411863,0.02930453578196278
16,4,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",2,7.95875071444,0.25129572112006093,8.022363516064686e-05
16,5,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",2980,7.95875071444,374.4306244688908,0.022602438504339448
16,6,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",3197,7.95875071444,401.6962102104174,0.035207739202788906
16,7,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",1776,7.95875071444,223.1506003546141,0.036514164323268865
16,8,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",455,7.95875071444,57.169776554813865,0.0277150666740861
16,9,17.0,Allegheny Highlands forests,4.0,Temperate Broadleaf & Mixed Forests,Nearctic,NE04,2,328,24.0385866418,7.95875071444,Nature Could Reach Half Protected,#C8EBB1,#00734C,#7BC141,CC-BY 4.0,"POLYGON ((-8394490.321280869 5288851.506896229, -8395666.706920391 5259190.50311559, -8383722.668352108 5277088.59968788, -8295155.118176248 5231041.2721368475, -8237496.9295473285 5230918.1552100675, -8220057.615781939 5197638.335258263, -8240137.273580133 5126225.900443187, -8352136.2055571275 4995785.212140901, -8422018.894085059 4965035.44050754, -8419372.503177514 4985556.813416421, -8458120.25234235 4995277.216138501, -8415825.932662318 5021870.743258819, -8399986.947451303 5091827.29414347, -8474306.635293912 5012839.618104725, -8581400.139435157 5036640.2975508515, -8639426.003540417 4999912.912216085, -8681594.795132482 5013036.035225712, -8745768.056479698 4991078.622352573, -8771648.636617865 5005851.542939548, -8760113.294424323 5024268.463107989, -8802187.670278959 5011214.462584438, -8831400.66995059 5019444.305274756, -8834688.116521077 5048378.7550049275, -8905204.62427714 5050149.54720732, -8870912.157540143 5067451.869954028, -8850383.71989025 5115664.2937722225, -8806415.114882363 5122658.909513117, -8785456.018524056 5151071.086868195, -8796836.791712182 5167013.448459589, -8783818.908006182 5226732.876524956, -8731712.57994133 5265794.909617693, -8692800.739835808 5267997.765314754, -8665470.326411908 5232381.321670455, -8661049.247899478 5251956.72268361, -8605541.589862842 5262316.589987448, -8559295.548039423 5213817.09016077, -8495821.824940195 5277134.338795185, -8394490.321280869 5288851.506896229), (-8251960.716293126 5183300.873091772, -8336751.084047653 5127840.0996309845, -8289051.374093364 5104629.346419704, -8245130.263546226 5145003.582967726, -8251960.716293126 5183300.873091772))",142,7.95875071444,17.841996199524328,0.003633169727623303
